2018-04-20 20:16:31,b'@LeeMack bloody lovely on hignfy right now being funny and sexy as hell as usual #hignfy',London
2018-04-14 00:23:10,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
2018-04-14 00:22:41,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
2018-04-14 00:21:29,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-14 00:20:24,"b""#london #knifefree #hignfy\n\nHenry Vincent's funeral will be \xc2\xa3100,000 with \xc2\xa350,000 going for flowers.The procession\xe2\x80\xa6 https://t.co/2kI8wSGYa2""",London
2018-04-14 00:18:26,"b""#london #knifefree #hignfy\nRichard Osborn-Brooks and wife to sell home after death threats from Henry Vincent's travellers group""",London
2018-04-14 00:17:09,"b""RT @EdinJag: Two women on #hignfy tonight. Let's have a @valmcdermid and @VictoriaCoren drinking game and have a wee swallie every time one\xe2\x80\xa6""",London
2018-04-14 00:13:16,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-14 00:09:39,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-14 00:06:29,"b""#HIGNFY I wish @VictoriaCoren could be the permanent host, she's both intelligent and funny. Tonight's edition prov\xe2\x80\xa6 https://t.co/V5dDkqv3CH""",London
2018-04-14 00:04:31,b' #hignfy Teachers/Parents and Guardians need no worry anymore. #IDnuts app to save\n#FridayFeeIing #Commonwealth\xe2\x80\xa6 https://t.co/eGAlas1bfu',London
2018-04-14 00:02:27,"b' #hignfy RT @friends_earth: Have we got #plasticfree gardening tips for you?! Yes we have! From the fantastic @AlysFowler, no less: https://t.co/hEa\xe2\x80\xa6'",London
2018-04-13 23:59:20,"b"" #hignfy RT @ScouseSocialism: Proof as if it were needed that the BBC basically exists now to prevent Corbyn getting in power. Because he's had a go\xe2\x80\xa6""",London
2018-04-13 23:56:15,"b""RT @friedmann_f: Any chance of getting this clip of a rival's news broadcast on #hignfy ? or better still, on @BBCNews ! \nVia @EL4JC\nhttps:\xe2\x80\xa6""",London
2018-04-13 23:55:49,"b""#HIGNFY Why cant we talk about her boobs? they're very nice boobs and im immensely jealous of @RealDMitchell\n\nAlso\xe2\x80\xa6 https://t.co/Xldd2WVHDU""",London
2018-04-13 23:55:37,"b' #hignfy RT @sergeant_cecil: Fuck me, even Have I Got News For You, has decided to join the BBC bandwagon on making out that Corbyn is anti-Semtitic\xe2\x80\xa6'",London
2018-04-13 23:52:57,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-13 23:47:28,"b'RT @pensionmonkey: #HIGNFY Bloody hell! @VictoriaCoren looks amazing. Well, more amazing than usual. Beautiful'",London
2018-04-13 23:46:47,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-13 23:44:39,b'RT @jolly_angelina: #HIGNFY 1st sec. JC Antisemitism theme. BBC outsourcing influential programmes a worry re transparency/accountability #\xe2\x80\xa6',London
2018-04-13 23:44:28,b'#HIGNFY Merton was very quiet tonight.',London
2018-04-13 23:41:16,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-13 23:35:50,b'@valmcdermid was on top form on #HIGNFY tonight.',London
2018-04-13 23:35:21,"b""RT @friedmann_f: Any chance of getting this clip of a rival's news broadcast on #hignfy ? or better still, on @BBCNews ! \nVia @EL4JC\nhttps:\xe2\x80\xa6""",London
2018-04-13 23:35:12,"b' #hignfy @VictoriaCoren @valmcdermid @richardosman A vast improvement on last weeks episode, but it always helps when the ho\xe2\x80\xa6 https://t.co/hm2B2JaPdq'",London
2018-04-13 23:34:29,b' #hignfy Only for 14$. Just grab the link.\nMark Sanchez\n#ComeFightMeNow\nDez Bryant\nMcCabe\nEl Segundo\nMountainburg\xe2\x80\xa6 https://t.co/py2Ke3AraK',London
2018-04-13 23:32:22,"b'#HIGNFY  Wished there were more Cor-bin skits tonight, not to worry. At least in his everyday life he come across a\xe2\x80\xa6 https://t.co/YWGAeyK21v'",London
2018-04-13 23:28:45,"b"" #hignfy RT @WillBlackWriter: Not sure about sport but drug use should be compulsory in satire.  \n\nIt's a tragedy watching surrealist Paul Merton de\xe2\x80\xa6""",London
2018-04-13 23:26:51,"b'RT @kirstie646: An intelligent, funny woman presents #HIGNFY and this is a genuine tweet about it. Which century are we in?! https://t.co/x\xe2\x80\xa6'",London
2018-04-13 23:26:31,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 23:22:57,"b"" #hignfy RT @RichardOsley: Alan Bennett: 'I watch five minutes of Have I Got News For You and I always wonder why Ian Hislop and Paul Merton are hap\xe2\x80\xa6""",London
2018-04-13 23:21:15,"b' #hignfy RT @solamiga: Dear @richardosman, in 25 years of mobile phone ownership I never once lost  the thing or cracked the screen, so last June I\xe2\x80\xa6'",London
2018-04-13 23:14:21,"b' #hignfy RT @marthasydenham: ""The sole purpose of the BBC is to undermine Corbyn at every opportunity"" says self-proclaimed Tory Jeremy Paxman in a\xe2\x80\xa6'",London
2018-04-13 23:13:29,b'I love having this show back!! Still a real laugh!! #HIGNFY',London
2018-04-13 23:12:47,"b' #hignfy RT @terrigriff2: @brierley_jane Just opened Twitter to see if everyone else agreed that VCM was hugely funny tonight, but all the tweets ar\xe2\x80\xa6'",London
2018-04-13 23:12:32,"b' #hignfy RT @terrigriff2: @brierley_jane Just opened Twitter to see if everyone else agreed that VCM was hugely funny tonight, but all the tweets ar\xe2\x80\xa6'",London
2018-04-13 23:11:16,"b' #hignfy RT @solamiga: Dear @richardosman, in 25 years of mobile phone ownership I never once lost  the thing or cracked the screen, so last June I\xe2\x80\xa6'",London
2018-04-13 23:11:15,b'@VictoriaCoren @valmcdermid @richardosman You were all great tonight!! #HIGNFY',London
2018-04-13 23:09:37,"b""RT @friedmann_f: Any chance of getting this clip of a rival's news broadcast on #hignfy ? or better still, on @BBCNews ! \nVia @EL4JC\nhttps:\xe2\x80\xa6""",London
2018-04-13 23:09:32,"b'RT @kirstie646: An intelligent, funny woman presents #HIGNFY and this is a genuine tweet about it. Which century are we in?! https://t.co/x\xe2\x80\xa6'",London
2018-04-13 23:09:24,"b"" #hignfy @ThomasEvansGB @Nigel_Farage @piersmorgan I can't recall when I've ever seen a blander, less controversial, and fra\xe2\x80\xa6 https://t.co/zhR33Ygr4P""",London
2018-04-13 23:08:52,"b'RT @kirstie646: An intelligent, funny woman presents #HIGNFY and this is a genuine tweet about it. Which century are we in?! https://t.co/x\xe2\x80\xa6'",London
2018-04-13 23:07:39,"b"" #hignfy RT @ScouseSocialism: Proof as if it were needed that the BBC basically exists now to prevent Corbyn getting in power. Because he's had a go\xe2\x80\xa6""",London
2018-04-13 23:07:26,"b' #hignfy RT @sergeant_cecil: Fuck me, even Have I Got News For You, has decided to join the BBC bandwagon on making out that Corbyn is anti-Semtitic\xe2\x80\xa6'",London
2018-04-13 23:06:40,"b"" #hignfy RT @RichardOsley: Alan Bennett: 'I watch five minutes of Have I Got News For You and I always wonder why Ian Hislop and Paul Merton are hap\xe2\x80\xa6""",London
2018-04-13 23:05:07,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-13 23:03:52,"b'Great show tonight on #HIGNFY And with added @valmcdermid too! Watch out for the ""funfair dismissal"" pun @victoriacoren. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f'",London
2018-04-13 23:02:17,"b"" #hignfy RT @ScouseSocialism: Proof as if it were needed that the BBC basically exists now to prevent Corbyn getting in power. Because he's had a go\xe2\x80\xa6""",London
2018-04-13 23:00:21,"b'An intelligent, funny woman presents #HIGNFY and this is a genuine tweet about it. Which century are we in?! https://t.co/x90uviMDjL'",London
2018-04-13 22:57:35,"b"" #hignfy RT @ScouseSocialism: Proof as if it were needed that the BBC basically exists now to prevent Corbyn getting in power. Because he's had a go\xe2\x80\xa6""",London
2018-04-13 22:57:12,"b'#HIGNFY thank god for val McDermid, at least one funny person on this tired dated show'",London
2018-04-13 22:56:00,"b""Any chance of getting this clip of a rival's news broadcast on #hignfy ? or better still, on @BBCNews ! \nVia @EL4JC\nhttps://t.co/GwjmWrXpfg""",London
2018-04-13 22:55:48,b'RT @EyeEdinburgh: #HIGNFY was excellent tonight. @valmcdermid was the best.\n\n@VictoriaCoren was also good. Both of them should be back soon\xe2\x80\xa6',London
2018-04-13 22:55:21,"b"" #hignfy RT @ScouseSocialism: Proof as if it were needed that the BBC basically exists now to prevent Corbyn getting in power. Because he's had a go\xe2\x80\xa6""",London
2018-04-13 22:55:21,"b'RT @haveigotnews: Tonight\xe2\x80\x99s #HIGNFY is hosted by @VictoriaCoren, with guest panellists @richardosman and @valmcdermid. BBC One, 9:30pm.'",London
2018-04-13 22:53:06,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-13 22:53:04,"b' #hignfy Dear @richardosman, in 25 years of mobile phone ownership I never once lost  the thing or cracked the screen, so la\xe2\x80\xa6 https://t.co/PggOC5FbeN'",London
2018-04-13 22:53:03,b'RT @XxMimsi: Dear @sajidjavid... The agenda for next week\xe2\x80\x99s \xe2\x80\x98debate.\xe2\x80\x99 I strongly urge you to attend. Kind regards. #HIGNFY #DontBombSyria h\xe2\x80\xa6',London
2018-04-13 22:52:42,"b""@ViscountViktor @WillBlackWriter Oh no... haven't watched #HIGNFY in a while (boycotting the beeb lol), but I alway\xe2\x80\xa6 https://t.co/GIiO1fWyCN""",London
2018-04-13 22:52:00,"b""@brierley_jane #HIGNFY Why don't more women appear on hignfy? Maybe it's because blokes are better comedians?""",London
2018-04-13 22:51:43,b' #hignfy Who need Real genuine Unique visitors in your website.#websitetraffic #needwebsitetraffic #needtraffic \n\nCheck it h\xe2\x80\xa6 https://t.co/lalfySmv29',London
2018-04-13 22:51:28,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-13 22:50:36,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 22:50:27,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 22:50:09,b'#HIGNFY Putin blames Larry the downing street cat for finding this at his front door https://t.co/CYNcKNewVw',London
2018-04-13 22:49:06,b'RT @notwaving: Val McDermid is hilarious! More of her please! #hignfy',London
2018-04-13 22:48:41,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-13 22:48:25,"b"" #hignfy RT @ScouseSocialism: Proof as if it were needed that the BBC basically exists now to prevent Corbyn getting in power. Because he's had a go\xe2\x80\xa6""",London
2018-04-13 22:48:06,b'I love @VictoriaCoren and she was really great hosting tonight\xe2\x80\x99s #HIGNFY',London
2018-04-13 22:48:04,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 22:47:33,b' #hignfy RT @BritishQuakers: Woop! Great to hear @YoungQuakerPod mentioned on @haveigotnews this eve! You\xe2\x80\x99ll find laughter and fun - as well as sile\xe2\x80\xa6',London
2018-04-13 22:47:33,b' #hignfy @keiththecamel @VictoriaCoren @valmcdermid @richardosman Laughter is the only thing you have left when you have no\xe2\x80\xa6 https://t.co/2vksCT2AmU',London
2018-04-13 22:47:20,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 22:46:35,b'.@VictoriaCoren on have I got news for you. With a low top. And glasses. And swearing. I\xe2\x80\x99m hard. #HIGNFY #BBC1 #HaveIGotNewsForYou #SoSexy',London
2018-04-13 22:46:06,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
2018-04-13 22:46:02,b'Catching up with #HIGNFY and my favourite presenter @VictoriaCoren',London
2018-04-13 22:45:47,b'Dear @sajidjavid... The agenda for next week\xe2\x80\x99s \xe2\x80\x98debate.\xe2\x80\x99 I strongly urge you to attend. Kind regards. #HIGNFY\xe2\x80\xa6 https://t.co/wQK0yfBZ3T',London
2018-04-13 22:45:27,"b"" #hignfy Proof as if it were needed that the BBC basically exists now to prevent Corbyn getting in power. Because he's had a\xe2\x80\xa6 https://t.co/IrEvlBmcn1""",London
2018-04-13 22:45:13,"b"" #hignfy RT @chloearmstrong1: I don't know if I'm more in love with Victoria Coren's dress, her cleavage, or how much of a babe Val Mcdermid is #hig\xe2\x80\xa6""",London
2018-04-13 22:45:03,b'RT @notwaving: Val McDermid is hilarious! More of her please! #hignfy',London
2018-04-13 22:45:00,"b"" #hignfy RT @Mysteron_Voice: Isn't Val McDermid brilliant. Like she writes books, and goes on quiz shows and does comedy and EVERYTHING ! \n\nBrillian\xe2\x80\xa6""",London
2018-04-13 22:44:52,"b""RT @kimcreedpr: Victoria Coren Mitchell and Val Mcdermid are brilliant on #HIGNFY -it's right back on form this week. Very funny""",London
2018-04-13 22:44:03,b'RT @JoniMMM: #HIGNFY Some stats.\nThey started off with a dodgy Corbyn sketch but that was the only time he was featured *faints*.\nOther nam\xe2\x80\xa6',London
2018-04-13 22:43:35,b'RT @EyeEdinburgh: #HIGNFY was excellent tonight. @valmcdermid was the best.\n\n@VictoriaCoren was also good. Both of them should be back soon\xe2\x80\xa6',London
2018-04-13 22:43:35,"b"" #hignfy RT @RichardOsley: Alan Bennett: 'I watch five minutes of Have I Got News For You and I always wonder why Ian Hislop and Paul Merton are hap\xe2\x80\xa6""",London
2018-04-13 22:42:45,"b"" #hignfy RT @WillBlackWriter: Not sure about sport but drug use should be compulsory in satire.  \n\nIt's a tragedy watching surrealist Paul Merton de\xe2\x80\xa6""",London
2018-04-13 22:42:37,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-13 22:39:50,"b"" #hignfy RT @Mysteron_Voice: Isn't Val McDermid brilliant. Like she writes books, and goes on quiz shows and does comedy and EVERYTHING ! \n\nBrillian\xe2\x80\xa6""",London
2018-04-13 22:39:38,"b'RT @sazmeister88: ""novichok sounds tasty"" oh it is, i stock up on it every time i go to italy \xf0\x9f\x99\x83 #hignfy https://t.co/e9Qkxp5LUr'",London
2018-04-13 22:37:56,b' #hignfy RT @BritishQuakers: Woop! Great to hear @YoungQuakerPod mentioned on @haveigotnews this eve! You\xe2\x80\x99ll find laughter and fun - as well as sile\xe2\x80\xa6',London
2018-04-13 22:37:09,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 22:36:24,b'#HIGNFY Inspired by @VictoriaCoren looking as stunning as she is clever tonight! \xf0\x9f\x8d\x92\xf0\x9f\x8d\x92\xf0\x9f\x8d\x92',London
2018-04-13 22:36:12,"b""RT @MotofestIOMTT: I didn't watch #HIGNFY tonight either.""",London
2018-04-13 22:36:04,b'RT @Pinkkimmy1: Haha - ... \xe2\x80\x9cEven on a romantic holiday my thoughts can turn to Murder\xe2\x80\x9d .... @valmcdermid  #HIGNFY BEST ONE IN A WHILE https\xe2\x80\xa6',London
2018-04-13 22:35:51,"b""RT @surfwagen: I didn't watch #HIGNFY tonight either.""",London
2018-04-13 22:34:16,"b'@JeffreyKlarik That was on #HIGNFY tonight, @JeffreyKlarik , Do you watch ? #JimmyMulville #Hattrick'",London
2018-04-13 22:34:08,b'RT @Jpofgwynedd: I didnt watch #HIGNFY either',London
2018-04-13 22:34:08,"b'Loved #HIGNFY tonight,  with @VictoriaCoren and @richrdosman just hoping I get the call for #questiontime in my hometown next week!'",London
2018-04-13 22:33:54,b'Thought val doonigan was insightful and funny on #HIGNFY tonicht',London
2018-04-13 22:33:08,"b' #hignfy RT @PC_Bain: Have I Got News For You tonight, BBC1, 9.30pm: host @VictoriaCoren, guests @richardosman and @valmcdermid, and perhaps a certa\xe2\x80\xa6'",London
2018-04-13 22:32:52,"b""RT @surfwagen: I didn't watch #HIGNFY tonight either.""",London
2018-04-13 22:32:50,"b""RT @MotofestIOMTT: I didn't watch #HIGNFY tonight either.""",London
2018-04-13 22:32:29,"b""Can't BELIEVE that anti Corbyn bit on #HIGNFY.\nWasn't watching was fukin my bae but""",London
2018-04-13 22:32:25,b'I didnt watch #HIGNFY either',London
2018-04-13 22:31:12,"b' #hignfy RT @terrigriff2: @brierley_jane Just opened Twitter to see if everyone else agreed that VCM was hugely funny tonight, but all the tweets ar\xe2\x80\xa6'",London
2018-04-13 22:30:50,b'Catching up on #hignfy\n@valmcdermid in sparkling form.',London
2018-04-13 22:30:07,b'#HIGNFY is even better when @VictoriaCoren is presenting!',London
2018-04-13 22:27:13,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-13 22:27:10,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 22:26:20,b'Remember when #HIGNFY was good !',London
2018-04-13 22:26:07,b'Haha - ... \xe2\x80\x9cEven on a romantic holiday my thoughts can turn to Murder\xe2\x80\x9d .... @valmcdermid  #HIGNFY BEST ONE IN A WHI\xe2\x80\xa6 https://t.co/20mX6cDFKv',London
2018-04-13 22:24:42,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-13 22:23:44,b'RT @qprrforme: #HIGNFY Or should it now be called \nThis week on Twitter ? \xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84',London
2018-04-13 22:23:07,b'@VictoriaCoren really is brilliant at presenting #HIGNFY. Very funny and not forced. I love her on it.',London
2018-04-13 22:23:03,"b""#HIGNFY Yep, she's got great tits unlike Cor-bin, who is just one big tit.""",London
2018-04-13 22:22:59,"b'RT @indexamu: ""Making jokes about indexers would be out of order."" #HIGNFY @The_Indexer'",London
2018-04-13 22:22:54,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 22:22:29,"b'@JoniMMM Old people garbage, legacy media is over, fck the lying bbc\n#HIGNFY'",London
2018-04-13 22:21:46,"b""I didn't watch #HIGNFY tonight either.""",London
2018-04-13 22:21:08,"b""RT @surfwagen: I didn't watch #HIGNFY tonight either.""",London
2018-04-13 22:20:38,b'RT @figureight: Victoria Coren Mitchell should always host #HIGNFY \xf0\x9f\x98\x8d',London
2018-04-13 22:20:36,b'RT @Celticanz: @haveigotnews @stephbreakfast @joshwiddicombe #hignfy Care to make it interesting? What are the chances a woman - Steph McGo\xe2\x80\xa6',London
2018-04-13 22:20:21,"b""I didn't watch #HIGNFY tonight either.""",London
2018-04-13 22:20:18,b'RT @TraversOxf: Friday night treat @valmcdermid on #HIGNFY @BBCOne https://t.co/FiJQjYtHxL',London
2018-04-13 22:19:56,"b' #hignfy RT @RealNatalieRowe: What is going on with that #JEREMYPAXMAN  he\xe2\x80\x99s just told a full on blatant LIE, Jeremy Corbyn was NOT present when any\xe2\x80\xa6'",London
2018-04-13 22:19:40,b'Further proof that women are great at multitasking  exhibited by the wonderful @VictoriaCoren as she hosts #HIGNFY\xe2\x80\xa6 https://t.co/nD2ijZn5jB',London
2018-04-13 22:19:28,"b"" #hignfy RT @celtic_spring: Ffs, @bbc I'm no fan of Corbyn, but that wee Have I got News for You Corbyn session was a fucking masterclass in British\xe2\x80\xa6""",London
2018-04-13 22:17:38,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
2018-04-13 22:15:53,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-13 22:14:54,b'RT @EyeEdinburgh: #HIGNFY was excellent tonight. @valmcdermid was the best.\n\n@VictoriaCoren was also good. Both of them should be back soon\xe2\x80\xa6',London
2018-04-13 22:13:55,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 22:13:17,"b""@VictoriaCoren think you're a fab host of #HIGNFY \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb\xf0\x9f\x98\x80""",London
2018-04-13 22:12:18,"b' #hignfy RT @terrigriff2: @brierley_jane Just opened Twitter to see if everyone else agreed that VCM was hugely funny tonight, but all the tweets ar\xe2\x80\xa6'",London
2018-04-13 22:11:55,"b' #hignfy RT @sergeant_cecil: Fuck me, even Have I Got News For You, has decided to join the BBC bandwagon on making out that Corbyn is anti-Semtitic\xe2\x80\xa6'",London
2018-04-13 22:11:34,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-13 22:10:44,"b"" #hignfy RT @WillBlackWriter: Not sure about sport but drug use should be compulsory in satire.  \n\nIt's a tragedy watching surrealist Paul Merton de\xe2\x80\xa6""",London
2018-04-13 22:10:02,b'RT @CraigMurrayScot: .@valmcdermid is just brilliant. A national treasure #hignfy',London
2018-04-13 22:08:07,b'RT @JpJune66: Seeing #VictoriaCorenMitchell effortlessly  host #HIGNFY  shows what a load of tosh to say women cant cope on it only women w\xe2\x80\xa6',London
2018-04-13 22:07:50,"b' #hignfy RT @friends_earth: Have we got #plasticfree gardening tips for you?! Yes we have! From the fantastic @AlysFowler, no less: https://t.co/hEa\xe2\x80\xa6'",London
2018-04-13 22:07:26,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-13 22:07:03,"b"" #hignfy RT @catherine_mayer: The reason that clip of Jo Brand rebuking Ian Hislop and Paul Merton over their response to #MeToo went viral isn't ju\xe2\x80\xa6""",London
2018-04-13 22:06:59,b'.@valmcdermid is just brilliant. A national treasure #hignfy',London
2018-04-13 22:06:41,b'Seeing #VictoriaCorenMitchell effortlessly  host #HIGNFY  shows what a load of tosh to say women cant cope on it on\xe2\x80\xa6 https://t.co/0nubbFVqt9',London
2018-04-13 22:06:37,b'RT @johnretsof: All those saying @VictoriaCoren should be the permanent host of #HIGNFY are clearly forgetting the wonderful unbeatable @Ka\xe2\x80\xa6',London
2018-04-13 22:05:43,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-13 22:05:12,"b' #hignfy RT @terrigriff2: @brierley_jane Just opened Twitter to see if everyone else agreed that VCM was hugely funny tonight, but all the tweets ar\xe2\x80\xa6'",London
2018-04-13 22:05:07,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-13 22:04:34,b'Enjoyed #HIGNFY this evening for @valmcdermid lovely laugh.',London
2018-04-13 22:04:32,"b' #hignfy RT @Mysteron_Voice: ""I\'d say, Oi, Paxman, NO ! I admire your previously robust work on Newsnight and your no nonsense approach on Universit\xe2\x80\xa6'",London
2018-04-13 22:03:59,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-13 22:03:15,b'Distracted by Victoria\xe2\x80\x99s frock on #hignfy.',London
2018-04-13 22:02:25,"b""RT @kt98765: @onbbc1now #hignfy hashtag is mainly wankers astonished by the sight of a woman's tits. One day lads, you might get to see som\xe2\x80\xa6""",London
2018-04-13 22:01:35,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-13 21:59:22,b'RT @LeeFergusson: Steph McGovern did great on last weeks #HIGNFY but what she here was brilliant!! She donated quite a large amount to this\xe2\x80\xa6',London
2018-04-13 21:59:21,b'So the first 2 seconds of my sky recording of #HIGNFY totally fucked my watching the entire series of #masterchef b\xe2\x80\xa6 https://t.co/5tXevSqtFk',London
2018-04-13 21:59:12,"b"" #hignfy RT @DaveyCCC: Unlike many other people tonight I'm not interested in Victoria Coren's cleavage, I'm interested in her brain. I'm not saying\xe2\x80\xa6""",London
2018-04-13 21:59:06,b'RT @screamingheap: World upside down: Only sane news and analysis on the BBC now provided by #HIGNFY on TV and #newsquiz on radio. @BBCNews\xe2\x80\xa6',London
2018-04-13 21:58:02,"b"" #hignfy RT @WillBlackWriter: Not sure about sport but drug use should be compulsory in satire.  \n\nIt's a tragedy watching surrealist Paul Merton de\xe2\x80\xa6""",London
2018-04-13 21:57:37,"b'@VictoriaCoren #hignfy excellent show tonight, very well run and funny - nice to see corbyn featuring in a more balanced way'",London
2018-04-13 21:57:29,b'All those saying @VictoriaCoren should be the permanent host of #HIGNFY are clearly forgetting the wonderful unbeatable @KathyBurke',London
2018-04-13 21:55:59,b'I told the doctor I broke my arm in three places. He said I should stop going to those places. #HIGNFY',London
2018-04-13 21:54:25,"b""RT @PC_Bain: 'And if you want to look up Donald Trump in the index, he's under C.' (@VictoriaCoren) #HIGNFY https://t.co/lteNM8q4AQ""",London
2018-04-13 21:53:32,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
