2018-04-20 20:02:05,b'RT @EJT___: #SignsYoureInMyHometown\n\nThey roll up the sidewalks at 10:00',California
2018-04-20 19:44:14,"b'RT @SadlyCatless: Everything is within walking distance, but people drive everywhere anyway. #SignsYoureInMyHometown'",California
2018-04-20 19:44:13,b'RT @poundsmith2: You hear the word \xe2\x80\x9cuppity\xe2\x80\x9d  thrown around a little too comfortably. #SignsYoureInMyHometown',California
2018-04-20 19:44:08,"b""RT @sto_morishita: #signsyoureinmyhometown \n-Cuuute Akita doggies\n-Best 'true' Sake\n-Most beautiful women of japan (I'm not among them, but\xe2\x80\xa6""",California
2018-04-20 19:44:02,b'You hear the word \xe2\x80\x9cuppity\xe2\x80\x9d  thrown around a little too comfortably. #SignsYoureInMyHometown',California
2018-04-20 19:43:59,b'RT @robyndwoskin: Potholes are everywhere!#SignsYoureInMyHometown https://t.co/Jyaa6FHpW4',California
2018-04-20 19:43:55,b'#SignsYoureInMyHometown\nPeople bleed green \xf0\x9f\x8f\x88',California
2018-04-20 19:43:53,"b""#SignsYoureInMyHometown you'll be stuck in traffic whenever @RedSox are home.""",California
2018-04-20 19:43:51,b'You wake up to the sound of roosters #SignsYoureInMyHometown',California
2018-04-20 19:43:48,"b'RT @Kryptomovies77: There\xe2\x80\x99s a clown that lives in the sewers. Don\xe2\x80\x99t worry though, he only eats kids. \n #SignsYoureInMyHometown\n@HappyHourTa\xe2\x80\xa6'",California
2018-04-20 19:43:47,b'RT @xmillrunner: #SignsYoureInMyHometown  there is 0 diversity',California
2018-04-20 19:43:45,b'#SignsYoureInMyHometown\n\nThey roll up the sidewalks at 10:00',California
2018-04-20 19:43:38,"b'RT @lisamarie1222: #SignsYoureInMyHometown\nYou ""might"" see Eminem! \xf0\x9f\x99\x8c\n#ComericaParkConcert https://t.co/d0kPzaI4k3'",California
2018-04-20 19:43:34,b' #SignsYoureInMyHometown RT @heyjacqui_: Parents have to carefully check their kids Halloween goodies in case someone tries to slip Browns tickets in their bag. #Si\xe2\x80\xa6',California
2018-04-20 19:43:34,b'The squirrels are armed and dangerous  #signsyoureinmyhometown https://t.co/6QUzidu3u8',California
2018-04-20 19:43:34,"b'#SignsYoureInMyHometown\n\nme: oops, you missed it\nyou: that was a speedbump\nme: yeah, town hall'",California
2018-04-20 19:43:33,b'Neighbors analyze your every move\n #SignsYoureInMyHometown',California
2018-04-20 19:43:31,b'Stop signs have 2 hands and a fearful face\n\n #SignsYoureInMyHometown',California
2018-04-20 19:43:30,b'RT @TristaSnyder32: #SignsYoureInMyHometown There is more cows than people.',California
2018-04-20 19:43:29,b'RT @ellisdeemarie: #SignsYoureInMyHometown You will see a DEAD END sign in front of a graveyard. I am not joking. https://t.co/HYcBLQbkeC',California
2018-04-20 19:43:23,"b""RT @HappyHourTags: You'll find the Best. Damn. Barbecue. Anywhere. #SignsYoureInMyHometown https://t.co/ZFLnNUhGuG""",California
2018-04-20 19:43:21,"b""You're in New England, and you just so happen to be in the town w/ the worst weather #SignsYoureInMyHometown""",California
2018-04-20 19:43:21,"b'#SignsYoureInMyHometown when I put your ass on the street, sucka! https://t.co/HMnjoq0BJs'",California
2018-04-20 19:43:19,b'RT @laughingskull59: Not many women...\n#SignsYoureInMyHometown https://t.co/MADl4P0ONR',California
2018-04-20 19:43:19,b'RT @Th3lif3ofKim: #SignsYoureInMyHometown\nYou can either go to the beach for some sun or to the mountains for some snow',California
2018-04-20 19:43:13,b'#SignsYoureInMyHometown\n\nYou Can Smell the Football Team from the Airport... https://t.co/BcG8IjDYKb',California
2018-04-20 19:43:13,b'#SignsYoureInMyHometown people park like this https://t.co/8AEhxMiUGX',California
2018-04-20 19:43:12,b'#SignsYoureInMyHometown\n\nThere are Liquor stores everywhere cause that\xe2\x80\x99s something you\xe2\x80\x99ll see in my Hometown cause\xe2\x80\xa6 https://t.co/l3ZFfqw0J2',California
2018-04-20 19:43:09,b'#SignsYoureInMyHometown please don\xe2\x80\x99t find me https://t.co/0a0nKU1COW',California
2018-04-20 19:43:08,b'RT @KeshaTedder: #SignsYoureInMyHometown Everyone wears shorts and crocs throughout the year.',California
2018-04-20 19:43:07,"b'RT @Kryptomovies77: If you mention my name, you don\xe2\x80\x99t get the warmest of receptions. #SignsYoureInMyHometown\n@HappyHourTags https://t.co/gr\xe2\x80\xa6'",California
2018-04-20 19:43:04,b'A lot of bars for a small town. #signsyoureinmyhometown https://t.co/ZL1HypF3PI',California
2018-04-20 19:43:03,b'RT @SadlyCatless: You can sit in a park all day and no one thinks you\xe2\x80\x99re homeless.  #SignsYoureInMyHometown https://t.co/wBEVcQugHp',California
2018-04-20 19:43:03,b'RT @SadlyCatless: You can sit in a park all day and no one thinks you\xe2\x80\x99re homeless.  #SignsYoureInMyHometown https://t.co/wBEVcQugHp',California
2018-04-20 19:43:02,b'RT @Billie_Jean00: More cows than people. #SignsYoureInMyHometown',California
2018-04-20 19:43:01,b' #SignsYoureInMyHometown Parents have to carefully check their kids Halloween goodies in case someone tries to slip Browns tickets in their\xe2\x80\xa6 https://t.co/4rLuaaUIz5',California
2018-04-20 19:43:00,b'RT @TristaSnyder32: #SignsYoureInMyHometown There is more cows than people.',California
2018-04-20 19:42:55,b'RT @ATwistedSis: There\xe2\x80\x99s one red light and everyone is strung out on meth. #SignsYoureInMyHometown',California
2018-04-20 19:42:53,b'RT @swissmistress: You blinked and drove right past it #SignsYoureInMyHometown',California
2018-04-20 19:42:53,"b'RT @Kryptomovies77: There\xe2\x80\x99s a clown that lives in the sewers. Don\xe2\x80\x99t worry though, he only eats kids. \n #SignsYoureInMyHometown\n@HappyHourTa\xe2\x80\xa6'",California
2018-04-20 19:42:52,b'\xe2\x80\x9cOver yonder\xe2\x80\x9d is a legitimate measure of distance\n\n#SignsYoureInMyHometown',California
2018-04-20 19:42:52,b'RT @mamabridgee: #SignsYoureInMyHometown Alot of guys look like this. https://t.co/Mc5pcuVD28',California
2018-04-20 19:42:51,"b""#SignsYoureInMyHometown\nYou'll think our big east coast city is a quaint American town ...\n... minus the crime, guns &amp; drugs \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6""",California
2018-04-20 19:42:50,b'RT @klf113: You can walk to the beach to see the sunset \n#SignsYoureInMyHometown https://t.co/W6YbPOj0ZB',California
2018-04-20 19:42:48,"b'RT @Atheism_Tweets: Christian churches everywhere, not one true Christian to be found. #hypocrites  #SignsYoureInMyHometown'",California
2018-04-20 19:42:47,"b""#SignsYoureInMyHometown\nIt's a new season every other day \xf0\x9f\x98\x90 \n#Ohio""",California
2018-04-20 19:42:46,"b"" #SignsYoureInMyHometown 'The Silvery Tay'; extinct volcano; the football clubs that are like Siamese Twins; the former jute mills; the spec\xe2\x80\xa6 https://t.co/NwqIRDTNXV""",California
2018-04-20 19:42:46,"b""RT @outrageous74: Everybody is anxiously hoping you're famous! #SignsYoureInMyHometown https://t.co/KNaKchSsQk""",California
2018-04-20 19:42:46,b'#SignsYoureInMyHometown you have been to a concert here https://t.co/4gp4gDIkPU',California
2018-04-20 19:42:45,b'#SignsYoureInMyHometown\nCriminal masterminds are at large https://t.co/nmxheTKSUE',California
2018-04-20 19:42:45,"b'RT @Jennrosehart1: #SignsYoureInMyHometown Red Rocks, beautiful sunsets and a bunch of New Age BS https://t.co/L9ODLSOSfq'",California
2018-04-20 19:42:43,b'RT @HeisenbergLab: Blue Noses... #SignsYoureInMyHometown https://t.co/iG0d8KrQyb',California
2018-04-20 19:42:41,b'RT @Charck4: It reads \xe2\x80\x9cwelcome to the hometown of @charck4\xe2\x80\x9d  #SignsYoureInMyHometown',California
2018-04-20 19:42:41,b'#SignsYoureInMyHometown everyone you meet are related to each other',California
2018-04-20 19:42:40,b'RT @HappyHourTags: What else can you tell us about your hometown?\n\nKEEP PLAYING: #SignsYoureInMyHometown\n\nBe sure to RT your faves to show\xe2\x80\xa6',California
2018-04-20 19:42:40,b'People try to run over pedestrians. #SignsYoureInMyHometown',California
2018-04-20 19:42:39,b'RT @poundsmith2: The primary exports are meth and anyone who actually graduates #SignsYoureInMyHometown',California
2018-04-20 19:42:39,b'RT @GoodCleanFunC1: If you hear banjos run like the wind!  #SignsYoureInMyHometown',California
2018-04-20 19:42:35,b'RT @Kevin_Saito: #SignsYoureInMyHometown You can take a cruise on authentic Venetian gondolas. \n\nCoolest job I ever had. https://t.co/AewR0\xe2\x80\xa6',California
2018-04-20 19:42:34,b'RT @clark_gasm: You\xe2\x80\x99re using google maps to figure out how to get the hell out.  #SignsYoureInMyHometown',California
2018-04-20 19:42:34,"b""RT @RoeGhost: When you've driven past more farm tractors than cars\n#SignsYoureInMyHometown""",California
2018-04-20 19:42:32,b'Everyone is greeting you\n #SignsYoureInMyHometown',California
2018-04-20 19:42:29,b'#SignsYoureInMyHometown\nGo to the local bar Midtown.\n\nFrank will say: I still love my Italian Princess.\nVernon will\xe2\x80\xa6 https://t.co/WMrymzamfp',California
2018-04-20 19:42:29,"b""RT @heyjacqui_: LeBron James is a hometown hero. Except for the 4 years with the Heat but we won't talk about that. #SignsYoureInMyHometown\xe2\x80\xa6""",California
2018-04-20 19:42:29,b'You cannot find a mall. #SignsYoureInMyHometown https://t.co/cD8W820CKv',California
2018-04-20 19:42:28,b'RT @poundsmith2: Every meal comes with a biscuit and systemic racism.  #SignsYoureInMyHometown',California
2018-04-20 19:42:27,b'RT @tweetsbyeddie: You take the train to get around and say FML every time. Thanks @MTA\n#SignsYoureInMyHometown https://t.co/3l6S3RCPWz',California
2018-04-20 19:42:25,b'#SignsYoureInMyHometown There\xe2\x80\x99s a daquiri shop and seafood or fried chicken joint on EVERY corner',California
2018-04-20 19:42:24,b'RT @CuteLazy_Panda: #SignsYoureInMyHometown\nLate summer is panda baby watch season. \xf0\x9f\xa4\x9e https://t.co/Tp0QTaV0Zh',California
2018-04-20 19:42:24,"b"" #SignsYoureInMyHometown RT @HappyHourTags: See this gorgeous skyline? It's my hometown of Cleveland, OH. It's time for you to rep YOUR hometown and...\n\nPLAY: #Sign\xe2\x80\xa6""",California
2018-04-20 19:42:23,b'RT @AT_Jenni321: #SignsYoureInMyHometown\nWhen you watch this\xf0\x9f\x98\x8a https://t.co/cGtw0qBxlm',California
2018-04-20 19:42:22,b'The primary exports are meth and anyone who actually graduates #SignsYoureInMyHometown',California
2018-04-20 19:42:19,"b'#SignsYoureInMyHometown Coal mines , people with webbed feet .'",California
2018-04-20 19:42:15,b'RT @poundsmith2: Every meal comes with a biscuit and systemic racism.  #SignsYoureInMyHometown',California
2018-04-20 19:42:13,b'RT @DustinG_86: You mostly see scenery &amp; not many businesses\n#SignsYoureInMyHometown',California
2018-04-20 19:42:11,"b""RT @VercettiCJ: You can't afford basic human needs #SignsYoureInMyHometown""",California
2018-04-20 19:42:06,b'RT @charley_ck14: I\xe2\x80\x99m nowhere to be found. #SignsYoureInMyHometown',California
2018-04-20 19:42:04,"b""RT @chellemybell22: #SignsYoureInMyHometown\nYou feel like you're in hell its so hot https://t.co/hVNLrXdDdA""",California
2018-04-20 19:42:04,b'#SignsYoureInMyHometown  It is still winter and the Lake looks like an angry frozen ocean.\xe2\x9d\x84\xef\xb8\x8f\xf0\x9f\x8c\xa8\xef\xb8\x8f\xe2\x98\x83\xef\xb8\x8f\xf0\x9f\x8c\xac\xef\xb8\x8f\xf0\x9f\x92\xa8\xf0\x9f\x8c\x8ahttps://t.co/tV5KIVBdkj',California
2018-04-20 19:42:02,"b'Being referred to as ""The Gay"" #SignsYoureInMyHometown'",California
2018-04-20 19:42:02,"b""It feels like you're in the Children of the Corn.  #signsyoureinmyhometown https://t.co/rmeu3tPBQe""",California
2018-04-20 19:42:02,"b'RT @dazziii: #SignsYoureInMyHometown you may see harry styles for one direction, because his parents live near me https://t.co/0AX5YpNUIK'",California
2018-04-20 19:42:01,b'#SignsYoureInMyHometown busses pass by every 45 minutes and not every 10 like advertised.',California
2018-04-20 19:42:00,b'RT @swissmistress: You blinked and drove right past it #SignsYoureInMyHometown',California
2018-04-20 19:41:59,b'RT @KeshaTedder: #SignsYoureInMyHometown Everyone wears shorts and crocs throughout the year.',California
2018-04-20 19:41:58,b'RT @sheLLbeLL_xo: Everyone thinks they are Rocky. Yo Adrian\n#SignsYoureInMyHometown https://t.co/Sjw8ZZBpUN',California
2018-04-20 19:41:57,b'Socks and Sandals #SignsYoureInMyHometown https://t.co/Q5rOc1jHy3',California
2018-04-20 19:41:57,b'People stare at you  #SignsYoureInMyHometown',California
2018-04-20 19:41:56,"b""RT @DanielAshley13: #SignsYoureInMyHometown This  is the inside of our mall, within walking distance on a nice day.  Every fancy store you'\xe2\x80\xa6""",California
2018-04-20 19:41:56,"b""#SignsYoureInMyHometown if there's a big ass FBI meth bust going down.""",California
2018-04-20 19:41:55,"b'RT @RachelJuly16: #SignsYoureInMyHometown\nPotholes every few feet. To the right, to the left, in the front, https://t.co/YIw2xfaydo'",California
2018-04-20 19:41:55,b'RT @KeshaTedder: #SignsYoureInMyHometown Everyone wears shorts and crocs throughout the year.',California
2018-04-20 19:41:53,"b""RT @DaSkrambledEgg: You're looking for other towns to go to #SignsYoureInMyHometown""",California
2018-04-20 19:41:53,"b""RT @KattFunny: #SignsYoureInMyHometown\nIf you follow the actual rules of the road, you'll get honked at by angry motorists.""",California
2018-04-20 19:41:52,"b""#SignsYoureInMyHometown \nIt's raining hard, but nobody's using umbrellas.\nGas is more than $5 per gallon.\nEveryone\xe2\x80\xa6 https://t.co/J317QZg4L1""",California
2018-04-20 19:41:49,"b""RT @dethbycofee: #SignsYoureInMyHometown\n\nYou're greeted by a large rat https://t.co/8itGuNFJlK""",California
2018-04-20 19:41:49,"b' #SignsYoureInMyHometown RT @mayhall_diana: Remember the hottest trends in London, LA, and New York in 2008?  Yeah, well, we got all of that here, too. Last Thursda\xe2\x80\xa6'",California
2018-04-20 19:41:48,b'RT @HappyHourTags: What else can you tell us about your hometown?\n\nKEEP PLAYING: #SignsYoureInMyHometown\n\nBe sure to RT your faves to show\xe2\x80\xa6',California
2018-04-20 19:41:44,b'RT @KZastrau: #SignsYoureInMyHometown the wildlife knows all my secrets',California
2018-04-20 19:41:44,"b""RT @RoeGhost: When you've driven past more farm tractors than cars\n#SignsYoureInMyHometown""",California
2018-04-20 19:41:44,b'Speed Limits are just suggestions. #SignsYoureInMyHometown',California
2018-04-20 19:41:40,b'RT @mamabridgee: #SignsYoureInMyHometown Alot of guys look like this. https://t.co/Mc5pcuVD28',California
2018-04-20 19:41:39,b'#SignsYoureInMyHometown\nWhen you see the watertower.\xf0\x9f\x98\x80',California
2018-04-20 19:41:37,"b'RT @heartshapedjoy: It\xe2\x80\x99s not abnormal to see cars with doll heads, plastic bananas or hot wheels glued on top #SignsYoureInMyHometown #Chap\xe2\x80\xa6'",California
2018-04-20 19:41:35,b'RT @KeshaTedder: #SignsYoureInMyHometown You see me waving at you.',California
2018-04-20 19:41:33,b'RT @KeshaTedder: #SignsYoureInMyHometown You see me waving at you.',California
2018-04-20 19:41:33,"b'#SignsYoureInMyHometown when the signs start directing you to ""Birdworld"".'",California
2018-04-20 19:41:31,b'RT @viewfrommyoffic: #SignsYoureInMyHometown  It is still snow covered in April',California
2018-04-20 19:41:28,b'#SignsYoureInMyHometown\n\nyou will see the town mayor! https://t.co/j0fY3BS6cI',California
2018-04-20 19:41:26,b'#SignsYoureInMyHometown steep hills https://t.co/SDYL0JwqU2',California
2018-04-20 19:41:26,"b'#SignsYoureInMyHometown when you get snow, then rain, tiny ray of sunshine, then snow again in a 24-hour period.'",California
2018-04-20 19:41:22,b'RT @HappyHourTags: The kids act like animals.  #SignsYoureInMyHometown https://t.co/eBy3w47kzE',California
2018-04-20 19:41:22,"b' #SignsYoureInMyHometown RT @Paul_J_Coyne: @dunkindonuts is in walking distance to Dunkin Donuts. No, not that one, I meant the other one that is in walking distanc\xe2\x80\xa6'",California
2018-04-20 19:41:16,"b'#SignsYoureInMyHometown You\'re two hours away from anywhere worth being in all directions, and you\'re the only ""Wal\xe2\x80\xa6 https://t.co/WUVVexHTol'",California
2018-04-20 19:41:14,b'RT @kandee_kandee: #SignsYoureInMyHometown\nGiving directions based on what type of field you pass is totally acceptable.',California
2018-04-20 19:41:10,b'#SignsYoureInMyHometown there is a guy riding a horse to the local bar-b-que restaurant',California
2018-04-20 19:41:07,"b""#SignsYoureInMyHometown\n\nIt's April. Someone just asked if you know how to shag and it wasn't an Austin Powers refe\xe2\x80\xa6 https://t.co/WrKdrHKXz0""",California
2018-04-20 19:41:06,b'#SignsYoureInMyHometown\nLots of Judgy peeps\nFear a lot',California
2018-04-20 19:41:06,b'RT @rebeccabardess: Lots of ancient stuff.  #SignsYoureInMyHometown https://t.co/tY1GB4X0cf',California
2018-04-20 19:41:04,"b'#SignsYoureInMyHometown  where I came from:  it must have more psychologists per capita than  anywhere else, only b\xe2\x80\xa6 https://t.co/pLtSgvD7Q8'",California
2018-04-20 19:41:00,b'#SignsYoureInMyHometown\nThe diversity in people and their foods are amazing!',California
2018-04-20 19:40:58,"b""RT @MilosRocks: The soccer hooligans are eyeing you because your shoes aren't torn and you probably have money\n\n #SignsYoureInMyHometown #B\xe2\x80\xa6""",California
2018-04-20 19:40:52,b'RT @PHILosophizinnn: #SignsYoureInMyHometown You work somewhere else.',California
2018-04-20 19:40:49,b'#SignsYoureInMyHometown You\xe2\x80\x99re speaking in a southern New Jersey accent.',California
2018-04-20 19:40:47,"b' #SignsYoureInMyHometown @dunkindonuts is in walking distance to Dunkin Donuts. No, not that one, I meant the other one that is in walking d\xe2\x80\xa6 https://t.co/3zsBoNFp8s'",California
2018-04-20 19:40:45,"b""RT @The_Patriot_V: #SignsYoureInMyHometown   There's a bug on top of that statue! https://t.co/1lqK4fRXBt""",California
2018-04-20 19:40:44,"b""#SignsYoureInMyHometown It's a nice place to visit but you wouldn't want to live here""",California
2018-04-20 19:40:44,b'RT @CuteLazy_Panda: #SignsYoureInMyHometown\nLate summer is panda baby watch season. \xf0\x9f\xa4\x9e https://t.co/Tp0QTaV0Zh',California
2018-04-20 19:40:41,"b'#SignsYoureInMyHometown Between 6-7 a.m., everyone is running down the street to catch the train.  At the same time\xe2\x80\xa6 https://t.co/oim0MkpKkJ'",California
2018-04-20 19:40:40,b'RT @elizettezamora: The great Mexican food you\xe2\x80\x99ll come across \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb #SignsYoureInMyHometown',California
2018-04-20 19:40:39,"b""#SignsYoureInMyHometown \n\nIf you know where to look...You'll find...\n#TheDevilTree  #PortStLucie.\xe2\x80\xa6 https://t.co/WhNu4A1Fod""",California
2018-04-20 19:40:38,b'RT @13astard: #SignsYoureInMyHometown the meth is gray and contains bits of sawdust. https://t.co/0tZaOlGZTS',California
2018-04-20 19:40:37,b'#SignsYoureInMyHometown It regularly takes you an hour to find parking.',California
2018-04-20 19:40:34,"b""RT @MichelleyM: #SignsYoureInMyHometown You can't actually get into the town because farm animals are blocking the roads. https://t.co/AoxG\xe2\x80\xa6""",California
2018-04-20 19:40:33,"b'#SignsYoureInMyHometown\nno-one can drive, everyones either super gay or super homophobic, and the streets smell lik\xe2\x80\xa6 https://t.co/TBBrntr6eY'",California
2018-04-20 19:40:32,b'RT @iwantarewind: #SignsYoureInMyHometown\n\nBest eaten at 2am after the bars close. https://t.co/7Ao3is90Et',California
2018-04-20 19:40:31,b'RT @GretelSugar: Telephone boxes are urinals  #SignsYoureInMyHometown',California
2018-04-20 19:40:29,b'You notice that even our dogs are friendlier. #SignsYoureInMyHometown https://t.co/IsT02OwVje',California
2018-04-20 19:40:27,"b""RT @Kevin_Saito: #SignsYoureInMyHometown  We have a giant old ship that doesn't go anywhere. https://t.co/xeghkz5L42""",California
2018-04-20 19:40:23,b'If the wind blows right you can smell cow shit #SignsYoureInMyHometown https://t.co/NJs40nup9g',California
2018-04-20 19:40:22,"b' #SignsYoureInMyHometown Harvey Bank, #NewBrunswick weather report:\n\n8am: foggy\n9am: sunny\n10am: snow\n10:05: foggy/sunny\n10:10 snow\n11:00 ra\xe2\x80\xa6 https://t.co/BiUDiCwqN6'",California
2018-04-20 19:40:21,b'RT @Spikeyorks: The friendly farmers will take you out for a spin in their tractor.\n#SignsYoureInMyHometown https://t.co/ADx6L9wXBC',California
2018-04-20 19:40:18,"b""RT @tri_stater: #SignsYoureInMyHometown Everybody drives a pick-up truck unless they're poor. Then they drive used police cruisers.""",California
2018-04-20 19:40:18,"b""RT @MilosRocks: The soccer hooligans are eyeing you because your shoes aren't torn and you probably have money\n\n #SignsYoureInMyHometown #B\xe2\x80\xa6""",California
2018-04-20 19:40:17,b'RT @RachelPGWeiss: Marijuana is legal for recreational use. #420 #SignsYoureInMyHometown',California
2018-04-20 19:40:16,b'RT @clark_gasm: You\xe2\x80\x99re using google maps to figure out how to get the hell out.  #SignsYoureInMyHometown',California
2018-04-20 19:40:15,"b""RT @TheRealSAnneC: #SignsYoureInMyHometown\nPlease don't mention my name.""",California
2018-04-20 19:40:13,b'RT @24stb: #SignsYoureInMyHometown if you can smell the river then you have arrived.',California
2018-04-20 19:40:11,b'RT @tri_stater: #SignsYoureInMyHometown The phone book has 2000 numbers but only 6 surnames.',California
2018-04-20 19:40:10,"b"" #SignsYoureInMyHometown RT @HappyHourTags: See this gorgeous skyline? It's my hometown of Cleveland, OH. It's time for you to rep YOUR hometown and...\n\nPLAY: #Sign\xe2\x80\xa6""",California
2018-04-20 19:40:06,b'RT @Kevin_S36: A lot of good-looking people\nDiversity and multiculturalism\n\n#SignsYoureInMyHometown',California
2018-04-20 19:40:05,"b""RT @MilosRocks: No one has looked at you the entire time you've been here\n\n#SignsYoureInMyHometown #Toronto https://t.co/GuouaXfuww""",California
2018-04-20 19:40:04,b'RT @clark_gasm: You\xe2\x80\x99re using google maps to figure out how to get the hell out.  #SignsYoureInMyHometown',California
2018-04-20 19:40:03,b'#SignsYoureInMyHometown You find yourself twiddling your thumbs before and after a long nap.',California
2018-04-20 19:40:03,b'RT @Lurpee: #SignsYoureInMyHometown\n\nthis hashtag has been more therapeutic than anything I\xe2\x80\x99ve tried in the last 20 years',California
2018-04-20 19:40:03,"b""RT @FireBlaze1901: #SignsYoureInMyHometown It's raining and smells like cow shit""",California
2018-04-20 19:40:02,b'RT @kandee_kandee: #SignsYoureInMyHometown\nGiving directions based on what type of field you pass is totally acceptable.',California
2018-04-20 19:40:02,b'#SignsYoureInMyHometown\nYou get a better appreciation for hurricanes https://t.co/NQqVtOH2C9',California
2018-04-20 19:39:59,b'#SignsYoureInMyHometown when its April and we get a second winter',California
2018-04-20 19:39:56,"b""RT @Moon_River05: #SignsYoureInMyHometown\nYou can see my family...I'm close to the front...can you find me\xf0\x9f\x98\x92 https://t.co/aqA85aDysX""",California
2018-04-20 19:39:56,b'RT @RtotheTtotheC: You see a lot of this\n#SignsYoureInMyHometown\n@HappyHourTags\n@heyjacqui_\n@mamabridgee\n@Moon_River05\n@K_inberea83 https:/\xe2\x80\xa6',California
2018-04-20 19:39:56,b'It will be VERY cold and also it will be raining ice from the top of this.\n\nWelcome\n\n#SignsYoureInMyHometown https://t.co/9qW6BkmmhD',California
2018-04-20 19:39:54,"b'RT @TiggroAmigo: #SignsYoureInMyHometown \n\nYour GPS says,""where the fuck are we?""'",California
2018-04-20 19:39:52,b'RT @VeldLot: #SignsYoureInMyHometown terrace at the pub full at 2am',California
2018-04-20 19:39:49,b'RT @DurangoRonK: #SignsYoureInMyHometown ... This place \xf0\x9f\x91\x87 https://t.co/erwYPpUWGw',California
2018-04-20 19:39:49,"b'RT @Th3lif3ofKim: #SignsYoureInMyHometown\nPeople will be surprised at how pleasant the weather is here. No, it is not always raining!'",California
2018-04-20 19:39:49,b'RT @elizettezamora: The great Mexican food you\xe2\x80\x99ll come across \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb #SignsYoureInMyHometown',California
2018-04-20 19:39:45,b'#SignsYoureInMyHometown Bar patrons ask for \xe2\x80\x9cgo cups\xe2\x80\x9d.',California
2018-04-20 19:39:43,b'RT @fivefortweeting: #SignsYoureInMyHometown\n\nYou always have a Umbrella with you at all times when you are going out when it\xe2\x80\x99s going to ra\xe2\x80\xa6',California
2018-04-20 19:39:42,b'The average age is 65 #SignsYoureInMyHomeTown',California
2018-04-20 19:39:41,"b'There\xe2\x80\x99s a P in pfront of every word that would elsewhere start with the letter F. Welcome to #Pflugerville, y\xe2\x80\x99all! #SignsYoureInMyHometown'",California
2018-04-20 19:39:41,b'RT @viewfrommyoffic: #SignsYoureInMyHometown  It is still snow covered in April',California
2018-04-20 19:39:39,b'RT @HappyHourTags: What else can you tell us about your hometown?\n\nKEEP PLAYING: #SignsYoureInMyHometown\n\nBe sure to RT your faves to show\xe2\x80\xa6',California
2018-04-20 19:39:38,b'You run a higher than normal risk of accidentally dating a cousin\n\n #SignsYoureInMyHometown',California
2018-04-20 19:39:35,b'RT @CzexanCzik: #SignsYoureInMyHometown in February the temperature could be 20 Fahrenheit on Thursday and 78 on Saturday',California
2018-04-20 19:39:34,b'RT @fivefortweeting: #SignsYoureInMyHometown\n\nSeafood is very available where you go to any Sushi Restaurant or you can get it off the boat\xe2\x80\xa6',California
2018-04-20 19:39:34,b'They brag about Abe Lincoln having slept there while demanding  you respect their Rebel pride. #SignsYoureInMyHometown',California
2018-04-20 19:39:33,b'RT @RtotheTtotheC: You see a lot of this\n#SignsYoureInMyHometown\n@HappyHourTags\n@heyjacqui_\n@mamabridgee\n@Moon_River05\n@K_inberea83 https:/\xe2\x80\xa6',California
2018-04-20 19:39:32,"b'#SignsYoureInMyHometown\n\nyou discover that they\nfound the loophole in \nSeparation of Church &amp; State,\nby taking the\xe2\x80\xa6 https://t.co/GW5bqtN2eU'",California
2018-04-20 19:39:31,b'RT @necnectutu_h: Rugby game in the middle of the street  #SignsYoureInMyHometown',California
2018-04-20 19:39:31,b'#SignsYoureInMyHometown the pub the post office the supermarket the funeral directors and dry cleaners are all in the one shop',California
2018-04-20 19:39:29,"b""RT @FireBlaze1901: #SignsYoureInMyHometown It's raining and smells like cow shit""",California
2018-04-20 19:39:29,"b""RT @RoeGhost: When you've driven past more farm tractors than cars\n#SignsYoureInMyHometown""",California
2018-04-20 19:39:29,b'RT @Lurpee: Agriculture is the name of a high school curriculum\n\n #SignsYoureInMyHometown',California
2018-04-20 19:39:27,b' #SignsYoureInMyHometown You missed all the signs because it takes 30 seconds to drive through my home town. (The middle of nowhere outside\xe2\x80\xa6 https://t.co/yrkjEqW5S5',California
2018-04-20 19:39:27,b'RT @BeckysKillinIt: #SignsYoureInMyHometown Yeah ya here! Park across the street when the gunshots stop! https://t.co/nv3IAYJtaT',California
2018-04-20 19:39:26,b'#SignsYoureInMyHometown Brats have no home towns. Usually.',California
2018-04-20 19:39:25,b'RT @DarthFlaves: #SignsYoureInMyHometown\nYou see me at the local watering hole.',California
2018-04-20 19:39:23,b'#SignsYoureInMyHometown chips and gravy \xf0\x9f\x91\x8c https://t.co/ol2iNIlcMP',California
2018-04-20 19:39:20,b'RT @robyndwoskin: Potholes are everywhere!#SignsYoureInMyHometown https://t.co/Jyaa6FHpW4',California
2018-04-20 19:39:18,b'RT @elizettezamora: The great Mexican food you\xe2\x80\x99ll come across \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb #SignsYoureInMyHometown',California
2018-04-20 19:39:18,"b""RT @lish_life1996: A'body schpiks like 'is. Translation: everyone/everybody speaks like this. #SignsYoureInMyHometown #Aberdeen #bornandbre\xe2\x80\xa6""",California
2018-04-20 19:39:17,b'RT @KeshaTedder: #SignsYoureInMyHometown You see me waving at you.',California
2018-04-20 19:39:16,b'RT @SelinaSuede: Everyone is wearing Seahawks gear. #SignsYoureInMyHometown https://t.co/urz3arWjua',California
